Date,Close,High,Low,Open,Volume
2009-01-02,7.9486083984375,7.960976836711725,7.557263547564956,7.633948717338306,144961322
2009-01-05,8.115089416503906,8.194002852895906,7.7922677928148865,7.940691887124179,196293007
2009-01-06,8.263762474060059,8.430492023874702,8.074026566992478,8.2370459640071,257971329
2009-01-07,7.965677261352539,8.185838885129215,7.885033769950457,8.121769840773442,180453860
2009-01-08,8.044340133666992,8.044340133666992,7.850151982850583,7.873406026816343,144567852
2009-01-09,7.793999671936035,8.10148581277446,7.752688346424151,8.10148581277446,174270770
2009-01-12,7.735124588012695,7.889981083795515,7.674271261032066,7.82467405785366,132667413
2009-01-13,7.775446891784668,7.930797818976785,7.6782289536756,7.712366242968258,177964564
2009-01-14,7.44520378112793,7.762583827395909,7.365549156019397,7.668582077809623,219535801
2009-01-15,7.396223068237305,7.509768240716158,7.0944271785603386,7.361096435010513,238269759
2009-01-16,7.4130449295043945,7.625291339529532,7.314837648573157,7.54538902624121,209759293
2009-01-20,6.994489669799805,7.408839986183645,6.994489669799805,7.399934008486031,202684876
2009-01-21,7.49739933013916,7.5077881366383155,7.133017720055051,7.133017720055051,197718329
2009-01-22,7.582000732421875,7.652502637521116,7.3012320398033665,7.372722813863392,331919470
2009-01-23,8.032219886779785,8.21181324716327,7.525598881669856,7.650523138853792,430921167
2009-01-26,8.011688232421875,8.113853346868167,7.929807715823039,8.035930673518642,185119281
2009-01-27,8.199939727783203,8.259062533095433,8.021583390124913,8.075510844868605,197830749
2009-01-28,8.625176429748535,8.71571572759617,8.319422662549892,8.360733520054854,308809170
2009-01-29,8.492830276489258,8.535625376900805,8.413423347738197,8.523009721152118,292444059
2009-01-30,8.374340057373047,8.628392267896475,8.311754306298035,8.52672156135632,187580472
2009-02-02,8.424802780151367,8.534388204587772,8.212803124920528,8.26945186064176,209056670
2009-02-03,8.421833992004395,8.484914161954155,8.258072009588462,8.474276244499828,263243015
2009-02-04,8.484914779663086,8.767910304813645,8.390169962044912,8.412433720211357,273718132
2009-02-05,8.750097274780273,8.791161850522485,8.336489646980663,8.43321219050412,291665150
2009-02-06,9.184488296508789,9.24707404249275,8.792647063079102,8.8178802719026,282579221
2009-02-09,9.369770050048828,9.42493453984274,9.086031913558532,9.18448783546149,199838246
2009-02-10,8.86859130859375,9.338353297680582,8.853254368471935,9.300752599063015,285213056
2009-02-11,8.856965065002441,9.029137194079778,8.732288009772555,8.879476042109086,210048373
2009-02-12,8.980897903442383,8.994997808552338,8.69468574254154,8.736244753464847,222844155
2009-02-13,8.848057746887207,8.979413429546943,8.787450699600553,8.959622793376417,166489714
2009-02-17,8.476503372192383,8.586089743684207,8.403033446774609,8.57174167326381,228067661
2009-02-18,8.735007286071777,8.741686886091445,8.423563831212592,8.589799866642515,241883252
2009-02-19,8.476008415222168,8.900501233659721,8.44558175234879,8.842863626259794,200295955
2009-02-20,8.570257186889648,8.631357718368445,8.287014494930167,8.36246309484868,249616129
2009-02-23,8.164812088012695,8.653127621553422,8.152195486184006,8.583862288075451,209626799
2009-02-24,8.54552173614502,8.648676685630054,8.185345146918248,8.188561812744291,244749957
2009-02-25,8.451271057128906,8.714972260086062,8.38398629851185,8.463886712571508,258529413
2009-02-26,8.340943336486816,8.719672587189434,8.340448901985194,8.558137425616232,225064447
2009-02-27,8.360980987548828,8.505199571685191,8.19078754325463,8.236304879245758,217612620
2009-03-02,8.093073844909668,8.428018110748576,8.064378652545056,8.245703473641848,232407869
2009-03-03,8.051515579223633,8.25460974101087,7.974088280263495,8.165060273180945,261970262
2009-03-04,7.8892388343811035,8.138591982316344,7.801668050973166,7.994125242933499,313908211
2009-03-05,7.560727596282959,7.893197858509887,7.486515534921192,7.828880643943768,262175027
2009-03-06,7.633206844329834,7.673281608630339,7.278968243766891,7.599811681008958,290452622
2009-03-09,7.195850849151611,7.583732786153391,7.160228835640822,7.420713388649801,259822241
2009-03-10,7.623311996459961,7.68095055345749,7.2789686938661475,7.3779185774292575,270217058
2009-03-11,7.864253520965576,7.915955071773137,7.5624581263470825,7.671054683976382,237832124
2009-03-12,8.003277778625488,8.039641443061784,7.758872769686882,7.855101363443463,201717262
2009-03-13,8.025293350219727,8.100495692696253,7.8919603879145175,8.066853312192679,156841686
2009-03-16,7.908287048339844,8.15665038562588,7.881076103091557,8.06413241402773,198613673
2009-03-17,8.295426368713379,8.295426368713379,7.893444516548036,7.920407770877548,189206544
2009-03-18,8.24001407623291,8.410701935212005,8.11508981798729,8.282314741557473,201239478
2009-03-19,8.161845207214355,8.311753578185822,8.098517809880686,8.204888476786193,165064391
2009-03-20,8.167285919189453,8.237291955053161,8.072788331967617,8.170747907054015,190226352
2009-03-23,8.623444557189941,8.644471284450344,8.238283864689997,8.251394903869171,171500425
2009-03-24,8.5880708694458,8.75306897201515,8.50965279731071,8.57149594681877,153372732
2009-03-25,8.511384010314941,8.691224614929085,8.31793793216049,8.667971985442799,174102141
2009-03-26,8.739461898803711,8.884670296359262,8.62097001263372,8.735504528578621,241032074
2009-03-27,8.601178169250488,8.707549753715048,8.546013692400424,8.658074113540145,133410187
2009-03-30,8.477246284484863,8.504951663103471,8.312989856185128,8.473782401763213,124227898
2009-03-31,8.610085487365723,8.744904125226752,8.563579285094049,8.631606647100437,146760038
2009-04-01,8.75925064086914,8.787698617039792,8.425791560797288,8.504208671378366,132542948
2009-04-02,8.967292785644531,9.14688710888696,8.913366276574923,8.987330642412443,180192885
2009-04-03,9.147380828857422,9.19537127894974,8.855974245700045,9.016767732984842,152160204
2009-04-06,9.10928726196289,9.148371268637884,8.940082677119143,9.078611483658445,131703815
2009-04-07,8.872055053710938,8.998215416172535,8.789432396105019,8.969767435586535,147755757
2009-04-08,8.954923629760742,9.029136154087745,8.811694878598225,8.992029891924243,111022586
2009-04-09,9.214667320251465,9.260430924911836,9.060058038970132,9.140454789461026,135811153
2009-04-13,9.35344409942627,9.377934710192639,9.160245233475758,9.185724713272142,122461301
2009-04-14,9.125859260559082,9.325737706770175,9.043979208798042,9.324500673424119,137658049
2009-04-15,9.38782787322998,9.426418387431431,9.008356062236436,9.081084339000709,197967259
2009-04-16,9.616400718688965,9.719307485166652,9.42542779558938,9.437302746174142,408931050
2009-04-17,9.702982902526855,9.890491019652691,9.519183991140833,9.549116220605548,430840867
2009-04-20,9.382880210876465,9.663648872699373,9.298525151249903,9.552330087384053,177820024
2009-04-21,9.436558723449707,9.506565707048688,9.303719737996598,9.305451205538459,148370051
2009-04-22,9.495681762695312,9.647568789372,9.375705645742284,9.443485781952301,140597024
2009-04-23,9.516215324401855,9.641385860863798,9.427655670922963,9.585975101924845,104751167
2009-04-24,9.634953498840332,9.726234427492782,9.412565043973432,9.549856789168599,135923572
2009-04-27,9.547384262084961,9.634955052345525,9.468225488614594,9.507557658101467,91967429
2009-04-28,9.491971969604492,9.624070272226687,9.43829267827844,9.492962732921951,118185333
2009-04-29,9.683934211730957,9.770514228661177,9.544414663624275,9.547878546280021,144941247
2009-04-30,9.795251846313477,9.987708079959965,9.76630943554058,9.790056496035648,174881049
2009-05-01,9.738851547241211,9.83532688397356,9.685912962895273,9.771998545974187,97471985
2009-05-04,9.943924903869629,9.954313710868242,9.766062996449358,9.849674517254297,128600225
2009-05-05,9.96890926361084,10.018631186388626,9.826916584034219,9.894449514468375,96391952
2009-05-06,9.980782508850098,10.099769768074655,9.919681020101738,10.062910722170988,105710750
2009-05-07,9.811084747314453,10.018383498023514,9.709414056986748,9.996367903921772,120441759
2009-05-08,10.07626724243164,10.145532577252087,9.771256151349812,9.965443843349743,155183494
2009-05-11,10.092348098754883,10.19179098544128,9.92462779635128,9.964208124448707,102755715
2009-05-12,9.870452880859375,10.16680663737971,9.773977550323885,10.142564196142985,152200354
2009-05-13,9.636191368103027,9.80564220333019,9.606753573896134,9.748746247140488,114138220
2009-05-14,9.585726737976074,9.702239932923904,9.516215126324598,9.617885815725415,117920344
2009-05-15,9.64756965637207,9.749240343420121,9.625058681345434,9.674780600181089,120799094
2009-05-18,9.816773414611816,9.828400200604545,9.533777917145008,9.764577433437461,134570520
2009-05-19,9.867237091064453,9.935511662998515,9.721781497509227,9.798468084722577,113925426
2009-05-20,9.82518482208252,10.035204860289138,9.771257366245639,9.946645206332262,91702440
2009-05-21,9.808363914489746,9.96519815309164,9.742562452002739,9.803416728098934,109199779
2009-05-22,9.734149932861328,9.861548251384324,9.697043672475619,9.81231982327899,69001669
2009-05-26,10.002798080444336,10.01863040174086,9.64756966567919,9.695808281233447,124645457
2009-05-27,10.032483100891113,10.18832845864174,10.013929495754065,10.034462733050416,121826932
2009-05-28,10.152213096618652,10.182392541937208,10.008983392775663,10.109664265310046,107152133
2009-05-29,10.321167945861816,10.321167945861816,10.159633757647606,10.194513169790213,106325044
2009-06-01,10.551966667175293,10.627168053137243,10.353326232671293,10.358273418086805,133394127
2009-06-02,10.597484588623047,10.636076050372976,10.473798304887701,10.544299732886884,105337356
2009-06-03,10.677882194519043,10.697919105092355,10.488641653706317,10.538116360616394,141841672
2009-06-04,10.891365051269531,10.915114009047475,10.748383500459736,10.768173193550096,146069460
2009-06-05,10.991304397583008,11.066011365950805,10.871081039901561,11.009858004647473,147783862
2009-06-08,10.854011535644531,10.907196390227126,10.738982593343207,10.8720697591996,124412588
2009-06-09,10.776086807250977,10.89680646928677,10.680601295990355,10.84931045725756,130684007
2009-06-10,10.701382637023926,10.83224296255765,10.55468998903373,10.791178379382188,134859599
2009-06-11,10.612326622009277,10.729335193807238,10.596742465419958,10.680849361943705,115037579
2009-06-12,10.509419441223145,10.58016808054565,10.419621816247167,10.559388574441234,117173555
2009-06-15,10.309788703918457,10.426796329330427,10.241266910704182,10.426796329330427,150036273
2009-06-16,10.290741920471191,10.416655052684751,10.27639384943713,10.372622917870885,122445241
2009-06-17,10.269962310791016,10.382765351365192,10.18090727875877,10.295441787090391,140127270
2009-06-18,10.242751121520996,10.357284679918235,10.216529046986231,10.28282588497611,123870563
2009-06-19,10.39191722869873,10.401069949217215,10.255614342633233,10.345411027235722,171002566
2009-06-22,10.076765060424805,10.327602493012657,9.941699187735612,10.314243288908695,165594371
2009-06-23,10.035451889038086,10.117332887382087,9.958023642391273,10.059448062511086,116418737
2009-06-24,10.124753952026367,10.197482228395343,10.057221026137105,10.1111484799588,98680498
2009-06-25,10.285052299499512,10.28826801787404,10.055984224101104,10.068105445909305,122236461
2009-06-26,10.521294593811035,10.593280274224322,10.219251017879381,10.233350924965425,130756276
2009-06-29,10.492103576660156,10.582641912160007,10.445101993957945,10.538115343274265,87097243
2009-06-30,10.429022789001465,10.568046002369128,10.345658493861217,10.488640024156016,104144903
2009-07-01,10.364706039428711,10.548009557077455,10.34392653223743,10.493587669704759,92778458
2009-07-02,10.104964256286621,10.276146555356368,10.0634052412363,10.276146555356368,101081463
2009-07-06,10.132669448852539,10.158148924746685,9.936007677031048,10.055736586730815,90843231
2009-07-07,9.811579704284668,10.122281576857711,9.795500164407098,10.098779836551264,130860666
2009-07-08,9.956541061401367,10.043368305007503,9.846954676007822,9.89494513205081,138163938
2009-07-09,10.151966094970703,10.252399752412634,10.038420452392366,10.046336139727838,131515110
2009-07-10,10.251161575317383,10.324631503771439,10.110158720595152,10.13192804434086,117502785
2009-07-13,10.496061325073242,10.50150294528187,10.270456203027738,10.29494680913988,162434571
2009-07-14,10.505709648132324,10.55617321749134,10.411212051408192,10.481466258719557,116266167
2009-07-15,10.8391695022583,10.851785158696856,10.59971166961933,10.628655029765959,151646285
2009-07-16,10.948756217956543,11.026677955658439,10.738488009046646,10.802310786477072,263162715
2009-07-17,10.643248558044434,10.772625578438836,10.555431501950824,10.711277816107007,275191634
2009-07-20,10.64126968383789,10.70756557258875,10.544298970004215,10.634095648785328,126612804
2009-07-21,10.585116386413574,10.684065794491733,10.531188930595203,10.660317785002182,119173022
2009-07-22,10.579920768737793,10.642012074847443,10.476272341455127,10.58759018593563,103855823
2009-07-23,10.818634986877441,10.914368656803434,10.525745140325554,10.604409458353018,139649486
2009-07-24,11.050673484802246,11.143933105110095,10.760751140054195,10.780788048899423,145619780
2009-07-27,11.003178596496582,11.051416270765927,10.825316676514078,11.033852479575076,100551484
2009-07-28,10.88072681427002,10.953949522663859,10.787961632302908,10.909175737969766,101679697
2009-07-29,10.791426658630371,10.830017175434708,10.683818960368374,10.815916320698411,79777911
2009-07-30,11.023957252502441,11.16817582963657,10.949003071374527,10.949003071374527,128423566
2009-07-31,10.959887504577637,11.19860272242148,10.94454961801705,11.131317015782537,114844859
2009-08-03,11.186481475830078,11.228288657500837,11.073432158988163,11.10064310454613,104000363
2009-08-04,11.224081993103027,11.23076159436149,11.092974453767752,11.116228028767074,95950302
2009-08-05,11.160012245178223,11.302746563029029,11.079368283841074,11.280236535531056,94031136
2009-08-06,11.140716552734375,11.252528822965438,11.095447387907502,11.238181700172714,84752487
2009-08-07,11.30744743347168,11.364837825849847,11.255252391847668,11.272072635911895,102105287
2009-08-10,11.295326232910156,11.339852800565403,11.22556645964884,11.258961622188375,69941178
2009-08-11,11.229276657104492,11.310663217432898,11.190687091274926,11.222598003446892,68756755
2009-08-12,11.344058990478516,11.422476106832098,11.253519705055455,11.265641874124933,94007046
2009-08-13,11.435585975646973,11.49594486662902,11.35222167470679,11.43237025731661,80107140
2009-08-14,11.37918472290039,11.457849050264615,11.302250916018941,11.447954678637322,67255147
2009-08-17,11.005404472351074,11.181039527141165,10.961618606874193,11.1689183053334,105200846
2009-08-18,11.01505184173584,11.074916300249253,10.941830075005026,11.01059908993255,94396500
2009-08-19,10.982645988464355,11.008124517554975,10.848816223278183,10.884191018844836,90538092
2009-08-20,11.389327049255371,11.433111963521403,11.162237679738624,11.181285718199444,160555554
2009-08-21,11.508810043334961,11.529836769035294,11.444740050100041,11.516231296358164,142953825
2009-08-24,11.595142364501953,11.62878474534137,11.488525437037973,11.561004602020017,98503838
2009-08-25,11.660449981689453,11.734167130932468,11.59489573725038,11.605038274340261,93990986
2009-08-26,11.577083587646484,11.70077081123068,11.544925458886178,11.69483380934356,79810030
2009-08-27,11.529094696044922,11.591433224283458,11.397244550645276,11.591433224283458,80255695
2009-08-28,11.496688842773438,11.685186775530576,11.462798296038647,11.608253908373138,71129616
2009-08-31,11.420495986938477,11.42519595571128,11.32971043535306,11.373990733652086,78609548
2009-09-01,11.274299621582031,11.547894278420365,11.24115167314301,11.371270347303303,104185053
